duplicate_content_group,audio_sha256,sample_id,source_row_index,audio_path_raw,speaker_id,accent,emotion,emotion_id,gender,metadata_conflict,conflicting_fields
dup_0061,41b5247d8a8f749d36aebb06f318cef3ad856083191f8ce2f4002b46c7007286,visec_hf_003446,3446,03446.wav,6,central,happy,0,female,False,
dup_0074,4b461fff1ddd8fee2f2994bc2858c032271a3d79b23381ba1d2b1198036410cd,visec_hf_003449,3449,03449.wav,6,central,happy,0,female,False,
dup_0013,0e9d32acc3d125b577118a333eee5f8986a74e7c64752b9117cf320213c49b72,visec_hf_003451,3451,03451.wav,15,south,happy,0,male,False,
dup_0277,ff8ba5567ed0af1d630d85c2c6955e42de2297cdb746f4f54125ca13de798092,visec_hf_003459,3459,03459.wav,29,north,happy,0,female,False,
dup_0031,1eaf92b198b552a3cec1a84b61ef5e41f13249264b126fb6c742573be630baee,visec_hf_003469,3469,03469.wav,29,north,happy,0,female,False,
dup_0193,a18b18cc97b7a526c2a84f65ab50326350ce246692976292f78f010599f47f2f,visec_hf_003472,3472,03472.wav,29,north,happy,0,female,False,
dup_0181,95665c6f2f8b5a5bbe14391c2a8857b7afbb94a4ac991eb9abaea1dd33ee9366,visec_hf_003473,3473,03473.wav,54,north,sad,2,female,False,
dup_0148,834c342818525b9fd92e33769ed618b0d31bf5b6ec82dfbc8aa91021fe9199f4,visec_hf_003511,3511,03511.wav,14,north,happy,0,male,False,
dup_0191,a0d5b33f75753a398458c4f294bb17c5447c2b3218264a828166f5b717ba49ce,visec_hf_003517,3517,03517.wav,6,central,happy,0,female,False,
dup_0028,1c2bdb4084783c03c775924ed7f04d856b7de648a4cf02d2381cf472bcaa9a58,visec_hf_003525,3525,03525.wav,15,south,happy,0,male,False,
dup_0048,342f4e623538b4769ad2c181fcadca74f5988da3ddf5ab1a52bc3c35ee5dd9e6,visec_hf_003527,3527,03527.wav,60,north,happy,0,female,False,
dup_0018,12d69d1df55f00889f28ff226fd4253dd89d9a34dfaf81ba76aa3a3fc0357046,visec_hf_003541,3541,03541.wav,14,north,happy,0,male,False,
dup_0263,ed90cdb2c7bf8f4536a45620cfb66401a77f49ffb5962a19abb59aa5cbe50593,visec_hf_003546,3546,03546.wav,12,north,happy,0,male,False,
dup_0016,10b26c6aa2f9c0e6bcb167ccf5bb8e440ea473020fba03a55a4ce026b147fe8c,visec_hf_003547,3547,03547.wav,6,central,happy,0,female,False,
dup_0193,a18b18cc97b7a526c2a84f65ab50326350ce246692976292f78f010599f47f2f,visec_hf_003577,3577,03577.wav,29,north,happy,0,female,False,
dup_0078,4f47791beadba0efe0c12ec291f67f893341aac89900248d03ee8aee405a543a,visec_hf_003591,3591,03591.wav,60,north,happy,0,female,False,
dup_0224,c43c4dd234c795fe41858bd718b49bc657fb5afea8710cf7db26198cfaf52239,visec_hf_003596,3596,03596.wav,50,north,happy,0,male,False,
dup_0201,a97bab3e54e40d264d1d9b7e51b345780e735290cb9ef7c53f6c453bf5f8348c,visec_hf_003598,3598,03598.wav,44,south,happy,0,female,False,
dup_0246,ddded72d540689e598ced24f2edcb815ac2722798b31147cd0d78548186c7f45,visec_hf_003600,3600,03600.wav,106,central,happy,0,female,False,
dup_0020,14b924daf3cdb09959d4e7f5ef9f95be74b51032b9deea96fc2a23f0b6524be2,visec_hf_003603,3603,03603.wav,25,north,happy,0,male,False,
dup_0214,b8a50ff5b00de4158e1a069d637af17080d910f59f0b6121a1813a22f60b69a7,visec_hf_003614,3614,03614.wav,6,central,happy,0,female,False,
dup_0079,4f4fcc99c7a8d87789917493318721a07a4b0f5216e04e59e3db6d193a6f155d,visec_hf_003619,3619,03619.wav,12,north,happy,0,male,False,
dup_0240,d4072ee10fd495c6cbf2d4ddd5c0e312f86cb542ab666050f70bb1d4e1560355,visec_hf_003630,3630,03630.wav,117,north,happy,0,female,False,
dup_0224,c43c4dd234c795fe41858bd718b49bc657fb5afea8710cf7db26198cfaf52239,visec_hf_003636,3636,03636.wav,50,north,happy,0,male,False,
dup_0246,ddded72d540689e598ced24f2edcb815ac2722798b31147cd0d78548186c7f45,visec_hf_003641,3641,03641.wav,106,central,happy,0,female,False,
dup_0098,5adca6baeba36812370cada22f528069cd79f0409ab2c0998d3a30c85e4fdcd6,visec_hf_003650,3650,03650.wav,92,central,happy,0,female,False,
dup_0245,dbf2f1d7b1c0e1015f93fb8058f12047229942ceec2c8ada75bb336d25f6068e,visec_hf_003656,3656,03656.wav,29,north,happy,0,female,False,
dup_0027,1bfb7c99a6f82d9f57f2940ebcf00e0a0cc0a825d593c6243a1b30e670c2e82b,visec_hf_003660,3660,03660.wav,26,north,happy,0,male,False,
dup_0242,d9e731ea11f454e73f8feae04b6c008109ba4b014c5c0eea2921a8132cfd737f,visec_hf_003679,3679,03679.wav,116,central,happy,0,male,False,
dup_0167,8ee5dc4c1f75fdf9107196a7e2308f4f129b8d6d4aa26096ab7f83c2b603257a,visec_hf_003701,3701,03701.wav,25,north,happy,0,male,False,
dup_0226,c79980287dbb9050853537dfbd74c8b1a6c8121f16cc89012c26f08bd5488f8b,visec_hf_003705,3705,03705.wav,82,south,happy,0,male,False,
dup_0121,6aaf4578da5d652120152bbc14508d634c1d1a5337f472cc0b80b00fc15100e3,visec_hf_003713,3713,03713.wav,22,north,happy,0,female,False,
dup_0085,51f18cb49df29b5f21310a4711c2ab61dce1bb46d9ac2086b297ed9bb2877f3a,visec_hf_003716,3716,03716.wav,29,north,happy,0,female,False,
dup_0153,86208bfaf875bb40371935fc24c785130b2ebb62cf9ff1472e05c129d48325de,visec_hf_003726,3726,03726.wav,15,south,happy,0,male,False,
dup_0236,d0db2ee5b5572b7982c3449caf96550354aaf8b9fb5cd940ef5958bf1636820b,visec_hf_003728,3728,03728.wav,54,north,sad,2,female,False,
dup_0007,0933050a52fb0533b4200a8f0fa7b6d1340bb179994d530425b5c124adbda2d6,visec_hf_003730,3730,03730.wav,6,central,happy,0,female,False,
dup_0184,9a6dcd3b13bb70aa82b62846c130abdbf9cdf7c415e3a7ce6bbb79762434abd6,visec_hf_003742,3742,03742.wav,15,south,happy,0,male,False,
dup_0107,615862a0f78cf9c6b3415b376644d03808d10df266819a53982f4d205b06ceb5,visec_hf_003746,3746,03746.wav,33,central,happy,0,female,False,
dup_0042,2d23ad22d154d303785796bac072035fb9cd4141f676ecee05d2dbd2f811277a,visec_hf_003755,3755,03755.wav,108,north,happy,0,female,False,
dup_0247,de96d3eb6cec38f9a2a6e3d3a6863abe52760da8d4e59b016ba99a519496c605,visec_hf_003772,3772,03772.wav,6,central,happy,0,female,False,
dup_0142,78c534277c30766eaeb63220472bf19aa835438fc2a5f4f6e8ae266e7dc1e12c,visec_hf_003777,3777,03777.wav,99,south,happy,0,male,False,
dup_0138,74f9a92c24f7924751bc9949295310f431fc85fdb815de862f82b06b95c81c83,visec_hf_003790,3790,03790.wav,87,north,happy,0,male,False,
dup_0217,b9fd9b9b327fbc521de8487d27520c3f5430996edefffbc92fec11f554ba77bb,visec_hf_003794,3794,03794.wav,12,north,happy,0,male,False,
dup_0158,88c73133344d8af97fe05ac35cafa1791746a45d1db1e7fed9e4da9c7d404ecd,visec_hf_003796,3796,03796.wav,29,north,happy,0,female,False,
dup_0019,13d909caa1d892346eec3e6f9af6d000408e45639ed71daec2ad75afd93a7120,visec_hf_003807,3807,03807.wav,19,north,happy,0,female,False,
dup_0207,ae961ba1fb98e882117aaa99ad4fea4d00be5cac215007b0a0ca45c1388b4299,visec_hf_003808,3808,03808.wav,15,south,happy,0,male,False,
dup_0056,3e4690673ddbe484b335f7f2a82f9d5cfd23a068369414bae5be567dc832a485,visec_hf_003817,3817,03817.wav,14,north,happy,0,male,False,
dup_0188,9e0f69953f5752e0576ebd573df43ac0e8e784444dfd028a54ba383761030953,visec_hf_003820,3820,03820.wav,25,north,sad,2,male,True,speaker_id
dup_0260,eb5fc959881fa70c4130ccbbebfbc7dd9287583f58b724ee51596e646a7be806,visec_hf_003824,3824,03824.wav,12,north,happy,0,male,False,
dup_0190,9f26d29ca643c8033de06c5e13df1e5cc1a39e26cff58c2ffb492cfe5c0e8159,visec_hf_003825,3825,03825.wav,6,central,happy,0,female,False,
dup_0153,86208bfaf875bb40371935fc24c785130b2ebb62cf9ff1472e05c129d48325de,visec_hf_003828,3828,03828.wav,15,south,happy,0,male,False,
dup_0183,98283ff31c1e17f13c2d287e23af496e546d1d1961205c6ee007dbf039db826a,visec_hf_003851,3851,03851.wav,41,north,happy,0,male,False,
dup_0164,8d6f485b3eecf2492badf32153d40c67e3eca931ad02098b5f96c895bf0724fe,visec_hf_003858,3858,03858.wav,92,central,happy,0,female,False,
dup_0266,efb2c77892cd0f907aad7a0d79613807c6a9f0c275bb6ec6cb007e7aa5215f6f,visec_hf_003859,3859,03859.wav,32,south,happy,0,female,False,
dup_0017,11bf847974c8fbc09b96e986505d9f9ef6dfb9747cbcb90d9cb939c0910eff44,visec_hf_003862,3862,03862.wav,25,north,happy,0,male,False,
dup_0167,8ee5dc4c1f75fdf9107196a7e2308f4f129b8d6d4aa26096ab7f83c2b603257a,visec_hf_003881,3881,03881.wav,25,north,happy,0,male,False,
dup_0250,e33acf4de4d0fc3b49841ee0097632373954f5e93606dfb0c60aece20671c8bf,visec_hf_003884,3884,03884.wav,59,south,happy,0,female,False,
dup_0237,d12802e0ef0d7d692b84f7bcb164cec5ff80eb861491f0e266fc4d7e49d873f7,visec_hf_003892,3892,03892.wav,3,north,happy,0,female,False,
dup_0203,aa95378c00e96a5ff67fb76b9a6fa92b3516e05f4297e89ad067007a5ff299f9,visec_hf_003896,3896,03896.wav,42,south,happy,0,female,False,
dup_0179,94ed5d061931041e4e3f5eae3c0302aee90ba5163536384edae4e56e8d5401e6,visec_hf_003925,3925,03925.wav,21,south,happy,0,male,False,
dup_0124,6afb594cf1324ca37193bb7c16af23cebc9b08b1bae8efc5ee1c63fa4ff039ce,visec_hf_003927,3927,03927.wav,50,north,happy,0,male,False,
dup_0271,fa2a0232f545b23af70fb67525c8a6ef993321d184ce29c022c0d872094ecfae,visec_hf_003932,3932,03932.wav,14,north,happy,0,male,False,
dup_0038,296c07e8d3a31bf56d1744406039e8d2611885af980d2e9987da96fd5e64f34f,visec_hf_003949,3949,03949.wav,53,south,happy,0,female,False,
dup_0262,ebe25850bea205a26ec30a72fe38bd50d5e05de7c3839e5cfd82dfef5b96fb16,visec_hf_003953,3953,03953.wav,40,north,happy,0,female,False,
dup_0089,52de1fadac9ae797dc4f8fd202fa01ac3249a4a6518ecf9fef73be40b4b4698e,visec_hf_003969,3969,03969.wav,50,north,sad,2,male,True,speaker_id
dup_0120,69de6043f8b332e3978b64ebbe79e5ed9c2044cb7bd3f6281cc616270cc20a2b,visec_hf_003972,3972,03972.wav,45,south,happy,0,female,False,
dup_0171,919e274bfa996e044862656ccb6a7e20f8ecc95fbb87bdcdfc939f589cd1ac3f,visec_hf_003973,3973,03973.wav,44,south,happy,0,female,False,
dup_0008,0ac2330b454fdce1a06beb66c346fcda4108aaeedb7cfe5d9ae3bb783d34fb45,visec_hf_003980,3980,03980.wav,121,north,happy,0,female,False,
dup_0005,0900dfe213297176ee362b41c1dcf8c68736dc369be41f989447f07b1d505805,visec_hf_004016,4016,04016.wav,15,south,happy,0,male,False,
dup_0219,bc96aa2c54dcc86ba5518026ff655cce9cf4f61ee71429f5aef6ff398d9b1b5d,visec_hf_004022,4022,04022.wav,3,north,happy,0,female,False,
dup_0058,407d05e313178a7db71a3d65610eb4daed154ba0bb3938342ab15e1b35bfd85c,visec_hf_004037,4037,04037.wav,52,north,happy,0,female,False,
dup_0237,d12802e0ef0d7d692b84f7bcb164cec5ff80eb861491f0e266fc4d7e49d873f7,visec_hf_004046,4046,04046.wav,3,north,happy,0,female,False,
dup_0204,aac9b6991b8befacde877899b9feea181ff30fc55826ff8b1073720a88c0bca0,visec_hf_004055,4055,04055.wav,25,north,happy,0,male,False,
dup_0165,8dc1df1b937ff4ef15f5831839c78af4bd632732cd9fec5ecb7c7fc5ea195506,visec_hf_004064,4064,04064.wav,67,north,happy,0,female,False,
dup_0039,2a2e5c5a0a6a14cafd7e338e79c014c007a4e1d721f5ff3871fe7f0a754f8970,visec_hf_004078,4078,04078.wav,72,central,happy,0,male,False,
dup_0277,ff8ba5567ed0af1d630d85c2c6955e42de2297cdb746f4f54125ca13de798092,visec_hf_004115,4115,04115.wav,29,north,happy,0,female,False,
dup_0002,0391ca4057cc8d733f1eb9edb731a0b632bd7a26ff3c23076ccf94834926066d,visec_hf_004119,4119,04119.wav,94,central,happy,0,male,False,
dup_0045,301d54665a0c4a94842b675513f1755cd778c2222a992b94fb48a7a5da1cec8a,visec_hf_004130,4130,04130.wav,87,north,happy,0,male,False,
dup_0123,6aeec69c15aeee3899234a17b98e97c1f8c27228c07868bffd4b800d11d15d3c,visec_hf_004131,4131,04131.wav,87,north,happy,0,male,False,
dup_0215,b92bfc2952b674e7e92857aeab9cdf9153175cc2ebdcc662248178e209f572f3,visec_hf_004138,4138,04138.wav,14,north,happy,0,male,False,
dup_0117,67f7a599164f35a1634b642046c064f9a60968cf8657f62123f7b877bfd8ef9b,visec_hf_004139,4139,04139.wav,12,north,happy,0,male,False,
dup_0049,38ec5f61b9a2e2a4b60cee53813f07f7a2d0a27f95a4a6699c7a2a1d739a1a3f,visec_hf_004151,4151,04151.wav,15,south,happy,0,male,False,
dup_0221,c02441f6c34540ac471bd491699f8c733d3ab29173ca364b8eac78e37bfd24e6,visec_hf_004156,4156,04156.wav,3,north,happy,0,female,False,
dup_0253,e4f04a8f849b325b2effcfe19c0b2b3dda064c743a4320bf11621c2a4728242d,visec_hf_004157,4157,04157.wav,57,north,happy,0,male,False,
dup_0053,3c28979994a1ba4f2d3accee07e2c6bf9dc06fb4ad6fbe23774e54301bb33a7c,visec_hf_004164,4164,04164.wav,46,north,happy,0,male,False,
dup_0231,cdd387a9bde12315878873553370288b6b555f8c9bde3b27c73157c24d805782,visec_hf_004168,4168,04168.wav,14,north,happy,0,male,False,
dup_0251,e462589478829e777a64d4975f3acca3ed4e7a51e7b7ba678714d95a642989ee,visec_hf_004202,4202,04202.wav,15,south,happy,0,male,False,
dup_0151,857d023e42b1686205bf8883bfe19ac32dabe56f0092561237957e2f8451693d,visec_hf_004206,4206,04206.wav,95,north,happy,0,male,False,
dup_0065,435ee38410be7b15389cc33105bacdabddd2e00d6121312686bfc4f05071727e,visec_hf_004218,4218,04218.wav,116,central,happy,0,male,False,
dup_0257,e939ac654c1b36da4c5f65384e537075c9328ea9aff6060df644557259201ea1,visec_hf_004233,4233,04233.wav,19,north,happy,0,female,False,
dup_0203,aa95378c00e96a5ff67fb76b9a6fa92b3516e05f4297e89ad067007a5ff299f9,visec_hf_004236,4236,04236.wav,42,south,happy,0,female,False,
dup_0183,98283ff31c1e17f13c2d287e23af496e546d1d1961205c6ee007dbf039db826a,visec_hf_004238,4238,04238.wav,41,north,happy,0,male,False,
dup_0196,a44d88f4c0c30425678f91aea43afbbe0dbbc60be216135628a667563fee431f,visec_hf_004253,4253,04253.wav,47,north,happy,0,female,False,
dup_0047,3429e989dec8066a271b3897ec307de2af15714bb05ddb82024a1047766b88f7,visec_hf_004254,4254,04254.wav,130,south,happy,0,male,False,
dup_0230,cd3fa668d0d0ccf24d17dde082217313fdf7e10dd5da2383eae670a19dbf5022,visec_hf_004264,4264,04264.wav,64,south,happy,0,male,False,
dup_0090,539452c2b7f61239fceb372e0a57456141a2b8bd1d93d9dfe2e8763ad90f8c0b,visec_hf_004285,4285,04285.wav,27,north,happy,0,male,False,
dup_0267,f27fbb7c694f930d370d1987894d0a5640c90f04ffb7c995a0bd2b4752e83349,visec_hf_004286,4286,04286.wav,90,north,happy,0,male,False,
dup_0141,76a894d3749b276403d7088666116e03b20fe433d126301eddc564f10fcedda3,visec_hf_004297,4297,04297.wav,33,central,happy,0,female,False,
dup_0231,cdd387a9bde12315878873553370288b6b555f8c9bde3b27c73157c24d805782,visec_hf_004299,4299,04299.wav,14,north,happy,0,male,False,
dup_0254,e5113abd0765a5bdad4c44dddb664086072ae98e0ac42a074fff275ecf7b9fde,visec_hf_004301,4301,04301.wav,29,north,happy,0,female,False,
dup_0100,5bdec3a791d26c2ed1eb3c449d25a72ef1c4ad5629d035a6cfa6a1c15d03632e,visec_hf_004302,4302,04302.wav,40,north,happy,0,female,False,
dup_0087,521196f2454420b4ab14b3a85055c08670063addffb83ac1c6518827051e3a11,visec_hf_004303,4303,04303.wav,6,central,happy,0,female,False,
dup_0014,0f20a1941f55b69a62348abd0e8581c79bb9a69ff76810f7dd2a41758b94469c,visec_hf_004307,4307,04307.wav,21,south,happy,0,male,False,
dup_0181,95665c6f2f8b5a5bbe14391c2a8857b7afbb94a4ac991eb9abaea1dd33ee9366,visec_hf_004308,4308,04308.wav,54,north,sad,2,female,False,
dup_0096,56e63f0bc9310d94d1d52cd3936a90cb37ba898966094421b7821812609a21ce,visec_hf_004327,4327,04327.wav,29,north,happy,0,female,False,
dup_0270,f951c2652d6dc484e7ba8dd2b3ffe30811bc9e5e13fbf7d73c349a0ea66cdd4d,visec_hf_004331,4331,04331.wav,25,north,sad,2,female,True,gender;speaker_id
dup_0192,a11ba6652e13391c7748e9cda2d49d76da4f1287ba3a148018bdcf458f73ca75,visec_hf_004335,4335,04335.wav,6,central,happy,0,female,False,
dup_0259,ea7e7511b0e19d8e274a6f4c869024052983f5ac8424c19d7eaf3638cc023671,visec_hf_004355,4355,04355.wav,83,south,happy,0,female,False,
dup_0036,282e10b3ce1dfbd4f5e57fbc0e831c4771decb407462bb38622c785200fcfdf5,visec_hf_004366,4366,04366.wav,14,north,happy,0,male,False,
dup_0010,0d01b54b6a6d6702723de1b4e90ed7361047ad5cf0b6f7fe62c50b1aba404531,visec_hf_004369,4369,04369.wav,29,north,happy,0,female,False,
dup_0077,4ef4839887c81ed017585381f308eda1187679a7186c07dca97049d663da8a26,visec_hf_004385,4385,04385.wav,32,south,sad,2,female,False,
dup_0160,89983b341caa3d68d7ee33342808dcce6de5f63833f15b13fbdc39716de06159,visec_hf_004387,4387,04387.wav,41,north,happy,0,male,False,
dup_0076,4d27c503cff5df6412ae91f0ef34ae791b67e3307501b5266c0c94d128f54211,visec_hf_004399,4399,04399.wav,85,south,sad,2,male,False,
dup_0269,f795d3537469e1960f68a72d90bc52206dedc8a2adc9ff288bc5e2cab4b9f1f3,visec_hf_004405,4405,04405.wav,28,central,happy,0,male,False,
dup_0194,a3726620bcfd463ecc7975cf351bb507e57d1d525599584479220d6f0faf9ec8,visec_hf_004407,4407,04407.wav,42,south,happy,0,female,False,
dup_0210,b082405f298706bcfb5edd95dd9252bdc8be6a12d8df022679f42dfd77edc3e6,visec_hf_004411,4411,04411.wav,82,south,sad,2,male,True,speaker_id
dup_0208,aecf99a1b050a79cf4d2715b951e7deff03609121e36e874f4025872deb755d5,visec_hf_004417,4417,04417.wav,15,south,happy,0,male,False,
dup_0133,70fb5afcf38657435b45cf4b5f0ff0d0c43d3db5e5f1155ba81f91f270d86797,visec_hf_004432,4432,04432.wav,42,south,happy,0,female,False,
dup_0079,4f4fcc99c7a8d87789917493318721a07a4b0f5216e04e59e3db6d193a6f155d,visec_hf_004439,4439,04439.wav,12,north,happy,0,male,False,
dup_0044,2dded39de3e7afc40b1a3580c07a772da50a1c5e66b0cdc4d4ffa5514d2f8ebc,visec_hf_004445,4445,04445.wav,15,south,sad,2,male,False,
dup_0036,282e10b3ce1dfbd4f5e57fbc0e831c4771decb407462bb38622c785200fcfdf5,visec_hf_004454,4454,04454.wav,14,north,happy,0,male,False,
dup_0037,28580662f31582b1295ba9ede987aa837f17356b116f5d24190738771c289371,visec_hf_004463,4463,04463.wav,14,north,happy,0,male,False,
dup_0011,0ddf2b31508ae1a70b46a5a01eda1471eed6b9502143fd6681e220e9c75f071d,visec_hf_004470,4470,04470.wav,14,north,happy,0,male,False,
dup_0245,dbf2f1d7b1c0e1015f93fb8058f12047229942ceec2c8ada75bb336d25f6068e,visec_hf_004485,4485,04485.wav,29,north,happy,0,female,False,
dup_0244,db373f0c220634897e956b17b9d5cb06d0fa6e2301d7d903485899ba92be3a39,visec_hf_004501,4501,04501.wav,97,south,happy,0,male,False,
dup_0135,71c5fd5029e553770ddba27f8cbf09fc448ac34e6fac84f0c56641caf73b9c88,visec_hf_004502,4502,04502.wav,99,south,happy,0,male,False,
dup_0015,0f6d65fee9f57e5c3ea435c000aad42759f642bc5c2e88f633de4df754b5de4c,visec_hf_004508,4508,04508.wav,6,central,happy,0,female,False,
dup_0114,669b25e4d90cf58d2116c90d0d5e9df948411bdd1192775ce0e0fc0226f23643,visec_hf_004547,4547,04547.wav,82,south,sad,2,male,True,speaker_id
dup_0199,a8610d0c9b208718f826bf6c3271e4fcd8a5ff50127575f47deb14d6928c8729,visec_hf_004551,4551,04551.wav,15,south,happy,0,male,False,
dup_0059,4142fc4bff272c81719ea3e2352844710f27d95d207ff501a48812d9b51c9a35,visec_hf_004553,4553,04553.wav,56,south,happy,0,female,False,
dup_0158,88c73133344d8af97fe05ac35cafa1791746a45d1db1e7fed9e4da9c7d404ecd,visec_hf_004562,4562,04562.wav,29,north,happy,0,female,False,
dup_0122,6abb341176358692722eb46fa00c7bbf916bd39d5c99013bca9752cd13336b6f,visec_hf_004564,4564,04564.wav,14,north,happy,0,male,False,
dup_0101,5c6608216d5452a883136f3b787ab1a2b605e3f82f7c60d71dfede11b152af80,visec_hf_004572,4572,04572.wav,25,north,sad,2,male,True,speaker_id
dup_0166,8ec422fc0df79f2004e5f959be3364e1104cb4d0a979db1e62b3a45fe577be6e,visec_hf_004575,4575,04575.wav,57,north,happy,0,male,False,
dup_0258,ea4117eb52bf53d3e2eaa23388448aa4e80ece0e174e39106d470828f2a37575,visec_hf_004581,4581,04581.wav,12,north,neutral,1,male,True,emotion;emotion_id
dup_0130,6f192a883b25485f26d0ca7eacc2f55646d3f9665e07ddb09d2f678fa9ca9161,visec_hf_004597,4597,04597.wav,6,central,happy,0,female,False,
dup_0085,51f18cb49df29b5f21310a4711c2ab61dce1bb46d9ac2086b297ed9bb2877f3a,visec_hf_004598,4598,04598.wav,29,north,happy,0,female,False,
dup_0198,a7dc9cb3d13cc548b50148810edf2b08f440dd78ba76e031f577329edf31743f,visec_hf_004599,4599,04599.wav,14,north,happy,0,male,False,
dup_0032,219a7390ed25a6cc81031fd0984da98ac2f93a473d52d1c7a399f38bd734de0a,visec_hf_004613,4613,04613.wav,97,south,sad,2,male,False,
dup_0177,9359e2c84c3a1cded425436d6056cda81b6cdc5d8f62cce1829afe3d67d5c898,visec_hf_004615,4615,04615.wav,12,north,sad,2,male,False,
dup_0099,5b14723835e36676e7f93915698aa3cdc0ba828646a693b0dd5b636d2f28874f,visec_hf_004616,4616,04616.wav,52,north,happy,0,female,False,
dup_0257,e939ac654c1b36da4c5f65384e537075c9328ea9aff6060df644557259201ea1,visec_hf_004619,4619,04619.wav,19,north,happy,0,female,False,
dup_0104,5f32b055956f5bacd6be91b75467d7e1f710687171575205628edfd117af1bbd,visec_hf_004629,4629,04629.wav,72,central,happy,0,male,False,
dup_0126,6b58e7e45f6d779813f9e9b11089999aeeba76a8dd95aae291271b729859e32a,visec_hf_004635,4635,04635.wav,57,north,happy,0,male,False,
dup_0197,a78dfa4ce50dd3c6af2e49ee19b2ae2838ab8926c730b460a79a103b34cc6030,visec_hf_004654,4654,04654.wav,12,north,happy,0,male,False,
dup_0173,92482b125d9b700c9ed29b4ef6c0a28a3da546d5677f2ed38ca9236dd0a00415,visec_hf_004656,4656,04656.wav,6,central,happy,0,female,False,
dup_0196,a44d88f4c0c30425678f91aea43afbbe0dbbc60be216135628a667563fee431f,visec_hf_004670,4670,04670.wav,47,north,happy,0,female,False,
dup_0106,60aa7ccd0973eb961429f1f9d1d2cb73029dcc0046cd5d3659e1bc864828011f,visec_hf_004672,4672,04672.wav,6,central,happy,0,female,False,
dup_0042,2d23ad22d154d303785796bac072035fb9cd4141f676ecee05d2dbd2f811277a,visec_hf_004679,4679,04679.wav,108,north,happy,0,female,False,
dup_0214,b8a50ff5b00de4158e1a069d637af17080d910f59f0b6121a1813a22f60b69a7,visec_hf_004688,4688,04688.wav,6,central,happy,0,female,False,
dup_0209,b07832993d70c297db1682d8a0e10f9dac4c18d4048bbe152157020bbb414fe3,visec_hf_004707,4707,04707.wav,77,north,happy,0,female,False,
dup_0235,d0ba8b629a69acbf4db9288fda937b5503ea3952c47c8cd590062d2f6b01cebf,visec_hf_004712,4712,04712.wav,55,south,happy,0,female,False,
dup_0202,a9e1aa1133506a8158ddae4d004fdb156eac067c4518cd435bca42829e573b36,visec_hf_004721,4721,04721.wav,15,south,happy,0,male,False,
dup_0140,76897b10534b535dd79456e179568f1f1cd2ea3c1f7efefac0d9ab1e0277412c,visec_hf_004730,4730,04730.wav,65,central,happy,0,female,False,
dup_0124,6afb594cf1324ca37193bb7c16af23cebc9b08b1bae8efc5ee1c63fa4ff039ce,visec_hf_004751,4751,04751.wav,50,north,happy,0,male,False,
dup_0012,0e6eba40fc7991c7b8e58b02f802b1c9ef7eb8152b45d417cea3719fee59f3d7,visec_hf_004761,4761,04761.wav,2,south,happy,0,female,False,
dup_0033,220bef2df9bbb673bc4ab90be31dd9004d83710672b84778e09b317470537ef3,visec_hf_004762,4762,04762.wav,6,central,happy,0,female,False,
dup_0180,9551246e276729573839cd71aad771fc5e59d58dbfcdca33593723e746fef401,visec_hf_004774,4774,04774.wav,117,north,happy,0,female,False,
dup_0081,50753368765993b3e636d7dea98d2123eb201893020865aa4c5726f8857966bc,visec_hf_004778,4778,04778.wav,15,south,happy,0,male,False,
dup_0028,1c2bdb4084783c03c775924ed7f04d856b7de648a4cf02d2381cf472bcaa9a58,visec_hf_004781,4781,04781.wav,15,south,happy,0,male,False,
dup_0156,88a900f9f13de9df6e61f1fec10af50eca1c3d613fee2065d75a36bed887ae33,visec_hf_004786,4786,04786.wav,12,north,happy,0,male,False,
dup_0030,1d4f9fbe7114de0194b3ed3e8f19d8bcd771eaa74988f9c45833ea06a5263980,visec_hf_004815,4815,04815.wav,72,central,happy,0,male,False,
dup_0016,10b26c6aa2f9c0e6bcb167ccf5bb8e440ea473020fba03a55a4ce026b147fe8c,visec_hf_004818,4818,04818.wav,6,central,happy,0,female,False,
dup_0213,b7635773dcf64c6bb6d676e9b85349a6b7a02f30083a44dba24baeb6782a14f9,visec_hf_004820,4820,04820.wav,90,north,happy,0,male,False,
dup_0192,a11ba6652e13391c7748e9cda2d49d76da4f1287ba3a148018bdcf458f73ca75,visec_hf_004830,4830,04830.wav,6,central,happy,0,female,False,
dup_0274,fb790d151ee14d47fbfddd279c876dcfad64124afa066b0d903ad30c04060353,visec_hf_004831,4831,04831.wav,60,north,happy,0,female,False,
dup_0130,6f192a883b25485f26d0ca7eacc2f55646d3f9665e07ddb09d2f678fa9ca9161,visec_hf_004832,4832,04832.wav,6,central,happy,0,female,False,
dup_0115,6718e0fc35199047fed2e75ff0a00713c803aac3551cfcb159af007b1a7ba5df,visec_hf_004833,4833,04833.wav,60,north,happy,0,female,False,
dup_0236,d0db2ee5b5572b7982c3449caf96550354aaf8b9fb5cd940ef5958bf1636820b,visec_hf_004834,4834,04834.wav,54,north,sad,2,female,False,
dup_0073,4a35190b53a30ae19fec28498b7b97d8e9be9257c562744e0dbd180008bd7e92,visec_hf_004839,4839,04839.wav,15,south,happy,0,male,False,
dup_0134,718ff24af6584990f695d63651e3d32b512f217d9770c5b20cfd52a2de8f6f33,visec_hf_004846,4846,04846.wav,15,south,happy,0,male,False,
