sample_id,speaker_id,accent,emotion,pca_1,pca_2
visec_hf_002284,46,north,sad,-0.97434783,-0.37258524
visec_hf_002285,6,central,neutral,-0.3006147,1.0858268
visec_hf_002286,15,south,happy,-1.1104382,0.2953799
visec_hf_002287,0,south,happy,1.023247,-0.31398094
visec_hf_002288,0,south,sad,-0.22478275,0.6476709
visec_hf_002289,50,north,angry,-0.7786829,0.88656867
visec_hf_002290,0,south,angry,0.89324677,0.5138123
visec_hf_002291,0,south,angry,0.082957506,-0.00055609556
visec_hf_002293,0,south,angry,0.36112255,-0.39618564
visec_hf_002294,0,south,neutral,0.8623198,0.47426024
visec_hf_002295,15,south,neutral,-0.89952844,0.92272294
visec_hf_002296,52,north,angry,-0.18552409,1.0167179
visec_hf_002298,0,south,neutral,0.16505452,0.39418706
visec_hf_002299,58,south,angry,0.3011538,0.6583113
visec_hf_002300,0,south,angry,1.1856629,0.025833772
visec_hf_002301,128,south,neutral,-0.43383995,-0.78600305
visec_hf_002302,0,south,angry,0.41607752,0.3952472
visec_hf_002303,55,south,neutral,-0.9643941,0.7945661
visec_hf_002304,32,south,neutral,-0.1273162,0.56344235
visec_hf_002305,14,north,neutral,0.10777101,-0.56247383
visec_hf_002306,24,south,angry,-0.13465865,-0.08974189
visec_hf_002307,0,south,neutral,0.28985503,0.3512478
visec_hf_002308,86,south,sad,-0.49243638,0.17503631
visec_hf_002309,0,south,angry,1.3299608,0.39398202
visec_hf_002310,0,south,neutral,-0.022323078,0.16090178
visec_hf_002311,57,north,neutral,-0.52562255,-1.0520625
visec_hf_002312,57,north,angry,0.28514528,0.4928879
visec_hf_002313,38,south,neutral,-0.78661215,-0.088598736
visec_hf_002314,50,north,sad,-0.02926524,-0.7074571
visec_hf_002315,25,north,angry,-0.2982372,0.77358824
visec_hf_002316,0,south,neutral,0.28313622,0.23078083
visec_hf_002317,0,south,neutral,0.13658458,0.2645223
visec_hf_002318,52,north,happy,0.7592901,0.6350232
visec_hf_002319,83,south,sad,0.43798062,-0.6948689
visec_hf_002320,0,south,neutral,-0.021738555,0.28673902
visec_hf_002321,0,south,sad,0.65638155,0.275993
visec_hf_002322,85,south,neutral,-0.94754344,-0.18767092
visec_hf_002323,0,south,neutral,0.47850123,0.31063607
visec_hf_002324,6,central,neutral,1.0053037,1.0299245
visec_hf_002325,0,south,angry,0.6122661,-0.5770458
visec_hf_002327,29,north,angry,-0.7270963,0.8670283
visec_hf_002328,0,south,angry,0.82515556,0.16839613
visec_hf_002329,57,north,angry,-0.99482197,0.24373049
visec_hf_002330,27,north,happy,-0.68046737,-0.3256929
visec_hf_002331,5,south,neutral,-0.29110637,-0.88985336
visec_hf_002332,0,south,sad,0.75459874,0.91971886
visec_hf_002333,55,south,angry,0.2979544,-0.32702094
visec_hf_002334,0,south,happy,0.16474496,-0.17515422
visec_hf_002335,38,south,sad,-0.8430836,-0.6531333
visec_hf_002336,136,south,neutral,-0.28944317,0.18027624
visec_hf_002337,65,central,happy,-0.20206514,0.64761573
visec_hf_002338,0,south,sad,0.6522644,0.12355104
visec_hf_002339,0,south,angry,-0.15593697,0.5237783
visec_hf_002340,57,north,sad,-0.9326895,-0.21103837
visec_hf_002341,0,south,neutral,0.24411294,0.4485609
visec_hf_002342,0,south,neutral,0.12219877,0.17251523
visec_hf_002343,64,south,angry,-0.99571085,-0.77491343
visec_hf_002345,14,north,angry,0.6479276,0.318607
visec_hf_002346,19,north,neutral,-0.7547274,-0.35680574
visec_hf_002347,85,south,neutral,-0.4408305,-1.1592718
visec_hf_002349,0,south,neutral,-0.013715243,0.14759322
visec_hf_002350,0,south,angry,0.98585796,-0.029041994
visec_hf_002351,36,north,neutral,-1.0222032,-0.31636953
visec_hf_002352,114,south,neutral,-0.63302463,0.8705092
visec_hf_002353,0,south,sad,-0.37565362,0.41660812
visec_hf_002354,0,south,happy,0.69698477,0.022605482
visec_hf_002355,6,central,neutral,0.56919676,1.0772237
visec_hf_002356,0,south,neutral,-0.01905965,0.2751301
visec_hf_002357,0,south,neutral,0.6812314,0.38895607
visec_hf_002358,14,north,angry,0.4570423,0.7620773
visec_hf_002359,28,south,happy,-0.29544207,-1.0075834
visec_hf_002360,64,south,angry,-0.4886431,-0.39572287
visec_hf_002361,0,south,angry,0.5172277,0.26138186
visec_hf_002362,0,south,angry,0.14020735,0.46330813
visec_hf_002363,12,north,angry,-0.42909664,0.89493126
visec_hf_002364,0,south,neutral,0.058762703,0.14167452
visec_hf_002365,0,south,happy,0.43718305,0.022481032
visec_hf_002366,2,south,angry,0.7163054,0.46045333
visec_hf_002367,28,south,neutral,-1.053644,0.32616854
visec_hf_002368,42,south,happy,-0.39656776,-0.46148118
visec_hf_002369,0,south,neutral,-0.4713153,0.12748
visec_hf_002370,50,north,sad,-0.50271803,0.9002741
visec_hf_002371,0,south,angry,0.4828071,-0.14947316
visec_hf_002372,0,south,neutral,-0.058462,0.36723205
visec_hf_002373,0,south,neutral,0.22959675,0.33438355
visec_hf_002374,103,north,neutral,-1.0784866,-0.12872988
visec_hf_002375,0,south,angry,0.480408,-0.23729284
visec_hf_002376,15,south,neutral,-0.77559924,-0.56689316
visec_hf_002377,57,north,sad,-0.64502275,-0.59590566
visec_hf_002378,0,south,happy,-0.7311705,0.83377117
visec_hf_002379,0,south,angry,1.0162568,-0.48660183
visec_hf_002380,0,south,happy,0.82383573,-0.18560617
visec_hf_002381,14,north,angry,0.6887292,0.15314445
visec_hf_002383,24,south,neutral,-0.49645793,-1.2301589
visec_hf_002384,0,south,sad,0.67778105,0.35487577
visec_hf_002385,133,south,angry,1.4244136,-0.29739273
visec_hf_002386,0,south,angry,1.0699555,0.3493994
visec_hf_002387,29,north,happy,-0.47297361,0.062291473
visec_hf_002388,0,south,angry,0.93236303,-0.32833248
visec_hf_002389,53,south,happy,-0.06806745,-0.31943753
visec_hf_002390,29,north,neutral,-0.9393315,1.0382533
visec_hf_002391,26,north,happy,-0.39382592,-0.6941884
visec_hf_002392,0,south,happy,0.1955997,0.020211976
visec_hf_002393,0,south,angry,1.137723,0.014418122
visec_hf_002394,14,north,sad,-0.93854064,0.8055312
visec_hf_002395,0,south,neutral,0.22778031,0.5890015
visec_hf_002396,49,south,sad,1.5851164,-0.6415924
visec_hf_002397,0,south,sad,0.5421218,-0.45384428
visec_hf_002398,0,south,angry,1.0266347,-0.105042085
visec_hf_002399,0,south,neutral,0.63225967,0.4037562
visec_hf_002400,0,south,angry,0.5609555,-0.77695274
visec_hf_002401,16,north,sad,-0.32467777,-1.1760421
visec_hf_002402,0,south,sad,1.4215873,0.21616237
visec_hf_002403,27,north,happy,-0.5226026,-1.0943291
visec_hf_002404,32,south,neutral,-0.27782547,-0.72829455
visec_hf_002405,14,north,angry,0.87461483,-0.6411977
visec_hf_002407,44,south,angry,-0.9304919,0.52172637
visec_hf_002408,14,north,happy,-0.032541562,-0.5788232
visec_hf_002409,0,south,angry,1.2611209,-0.44170374
visec_hf_002410,137,north,angry,-0.89005095,1.0138557
visec_hf_002411,0,south,sad,0.24503674,-0.4513835
visec_hf_002412,35,north,angry,-0.609269,-0.53778857
visec_hf_002413,27,north,neutral,-1.0844737,0.2051957
visec_hf_002415,26,north,angry,-0.7154587,-0.30332884
visec_hf_002416,0,south,neutral,0.5299445,0.38166973
visec_hf_002417,72,central,happy,-0.59190875,-0.7646885
visec_hf_002418,0,south,angry,1.0802103,-0.42238384
visec_hf_002419,0,south,angry,0.68941325,0.1499365
visec_hf_002420,14,north,angry,-0.47149396,0.7956753
visec_hf_002421,2,south,neutral,0.16061881,-0.6772917
visec_hf_002422,98,north,neutral,-0.5580489,-0.7024859
visec_hf_002423,0,south,sad,0.2707764,0.11765643
visec_hf_002424,56,south,happy,-0.13461907,0.64400333
visec_hf_002425,14,north,happy,0.87405705,-0.9572727
visec_hf_002426,0,south,neutral,0.19407132,0.01890466
visec_hf_002427,0,south,happy,1.1799802,-0.64455324
visec_hf_002428,49,south,sad,0.68390083,-0.06726622
visec_hf_002429,0,south,neutral,0.8629118,0.26679733
visec_hf_002430,0,south,angry,0.7480097,0.34213167
visec_hf_002431,53,south,neutral,-0.40633458,-0.997623
visec_hf_002432,0,south,neutral,0.21075508,0.27868766
visec_hf_002433,0,south,sad,0.16684538,0.8911383
visec_hf_002434,15,south,neutral,-0.44051847,-1.0411334
visec_hf_002435,0,south,angry,0.8894682,0.17854246
visec_hf_002436,15,south,happy,-1.1740372,0.20004869
visec_hf_002437,2,south,sad,-0.5291401,0.74990803
visec_hf_002438,0,south,angry,0.74715906,0.39096472
visec_hf_002439,15,south,neutral,-0.8143362,-0.50057924
visec_hf_002440,0,south,angry,1.1514739,0.068940125
visec_hf_002441,86,south,sad,-0.7993854,-0.65766567
visec_hf_002442,15,south,happy,-0.79161716,0.70532024
visec_hf_002443,6,central,happy,0.007436026,1.077474
visec_hf_002445,49,south,sad,0.013444507,0.35611457
visec_hf_002446,0,south,angry,0.55859923,0.37441695
visec_hf_002447,6,central,neutral,0.5892075,1.0961897
visec_hf_002448,44,south,neutral,-0.6267389,-0.19973715
visec_hf_002449,2,south,angry,1.2063544,-0.39621857
visec_hf_002450,0,south,angry,0.18440169,-0.9431451
visec_hf_002451,73,north,happy,-0.40382105,0.8178829
visec_hf_002452,0,south,sad,0.101282775,0.13787155
visec_hf_002453,98,north,neutral,-0.8918624,-1.1688898
visec_hf_002454,0,south,neutral,0.80615234,0.4959875
visec_hf_002455,52,north,angry,1.0286492,0.066011265
visec_hf_002456,44,south,neutral,-1.1509436,-0.18513928
visec_hf_002457,100,north,angry,1.1359223,-0.4411878
visec_hf_002459,0,south,neutral,0.08161897,0.30855176
visec_hf_002460,6,central,neutral,0.76292896,-0.32676685
visec_hf_002462,0,south,sad,0.04353604,-0.68006736
visec_hf_002463,57,north,happy,-0.84313077,0.43038076
visec_hf_002464,0,south,happy,0.23643015,-0.31576547
visec_hf_002465,0,south,angry,-0.47049335,0.52274144
visec_hf_002466,0,south,angry,0.0025867885,-0.14030944
visec_hf_002467,14,north,happy,-0.7183027,-0.42404088
visec_hf_002468,1,south,neutral,-0.87648565,-0.47127262
visec_hf_002469,138,south,angry,0.4169083,0.54581326
visec_hf_002471,56,south,sad,1.1338272,0.34196833
visec_hf_002472,0,south,angry,0.39522982,0.08499769
visec_hf_002473,0,south,angry,0.5729229,0.07972192
visec_hf_002474,61,north,sad,-0.8366096,1.0176698
visec_hf_002475,0,south,neutral,0.6085411,0.21460238
visec_hf_002476,15,south,neutral,-0.66683865,-1.0806869
visec_hf_002477,0,south,happy,0.54496884,0.26422632
visec_hf_002478,12,north,happy,-0.19159546,0.5442137
visec_hf_002479,0,south,angry,0.577392,-0.38494048
visec_hf_002480,0,south,angry,1.3684568,0.27578232
visec_hf_002482,38,south,neutral,-0.7272349,-0.42724243
visec_hf_002483,26,north,neutral,-0.40744156,-0.9789611
visec_hf_002484,77,north,sad,-0.7335591,-0.20104803
visec_hf_002485,15,south,happy,-0.9572828,0.82766044
visec_hf_002486,15,south,happy,-0.7103509,-1.3300345
visec_hf_002487,26,north,angry,-0.757399,-0.02601852
visec_hf_002488,0,south,neutral,-0.17394657,0.25021932
visec_hf_002489,0,south,angry,0.5881286,-0.030030496
visec_hf_002491,5,south,neutral,-0.27487966,-0.8587691
visec_hf_002492,27,north,happy,-0.94467986,-0.49515346
visec_hf_002493,0,south,sad,0.5759446,-0.41358474
visec_hf_002495,0,south,neutral,0.88969016,0.35457954
visec_hf_002496,0,south,angry,0.8854093,-0.77729076
visec_hf_002497,0,south,angry,0.6038175,0.17579636
visec_hf_002498,25,north,happy,-0.4527312,0.67181
visec_hf_002499,12,north,neutral,-0.48685262,-1.1322052
visec_hf_002500,6,central,neutral,0.75777227,1.1235837
visec_hf_002501,139,south,sad,0.29915348,0.26466346
visec_hf_002502,117,north,happy,-0.5782556,0.90905446
visec_hf_002503,44,south,happy,0.23068383,0.46016255
visec_hf_002504,0,south,sad,-0.27456954,-0.085572086
visec_hf_002505,0,south,neutral,-0.55229753,-0.14536749
visec_hf_002506,0,south,angry,0.45778367,-0.4999395
visec_hf_002507,0,south,neutral,0.22657585,0.11085875
visec_hf_002508,135,south,angry,-0.4436234,-0.73781055
visec_hf_002509,0,south,angry,0.025345678,0.6416236
visec_hf_002510,94,central,neutral,-0.8621573,-0.30721048
visec_hf_002511,0,south,happy,-0.16837125,-1.0583267
visec_hf_002512,0,south,neutral,0.66036206,0.2685068
visec_hf_002513,86,south,sad,-0.8130149,0.70965487
visec_hf_002514,30,north,sad,-0.7917706,-0.6444296
visec_hf_002515,15,south,neutral,-0.9013418,-0.45332614
visec_hf_002516,6,central,happy,0.2808283,1.0532897
visec_hf_002517,0,south,angry,1.1950785,-0.25060627
visec_hf_002518,0,south,angry,0.22238784,-0.76944155
visec_hf_002519,0,south,neutral,0.07753768,0.41491166
visec_hf_002520,0,south,angry,1.0933704,-0.44417116
visec_hf_002521,0,south,neutral,0.54095966,0.27094668
visec_hf_002522,59,south,angry,0.14683178,0.38574216
visec_hf_002523,16,north,sad,-0.34552276,0.7607037
visec_hf_002524,130,south,happy,-0.42487222,-0.17208248
visec_hf_002525,0,south,sad,-0.2766657,0.26874858
visec_hf_002526,107,north,sad,-0.2214154,1.0646201
visec_hf_002527,0,south,happy,0.16098833,0.4236506
visec_hf_002528,6,central,happy,0.27520743,0.9116806
visec_hf_002529,2,south,sad,1.1460986,0.35789108
visec_hf_002530,57,north,neutral,-0.5047325,-0.44926473
visec_hf_002531,12,north,sad,-0.55677193,-0.12199629
visec_hf_002532,1,south,neutral,-0.14628552,-1.3412938
visec_hf_002533,0,south,neutral,0.69429165,0.21637571
visec_hf_002534,0,south,neutral,-0.31823066,0.3018697
visec_hf_002535,0,south,happy,0.09860955,-0.49714857
visec_hf_002536,40,north,angry,-0.23588212,0.105294734
visec_hf_002537,57,north,neutral,-0.66667163,-0.5009116
visec_hf_002538,0,south,sad,0.68437994,-0.66924214
visec_hf_002539,0,south,happy,1.1763043,-0.060259126
visec_hf_002540,5,south,happy,-0.40519896,0.6595251
visec_hf_002541,0,south,angry,1.2841525,-0.36150917
visec_hf_002542,4,south,neutral,-0.62962615,-1.1694449
visec_hf_002543,2,south,neutral,0.50831836,0.14066269
visec_hf_002544,0,south,angry,-0.19869626,-0.014212863
visec_hf_002545,0,south,angry,1.128415,0.057213247
visec_hf_002546,0,south,happy,0.93426764,0.36363485
visec_hf_002547,29,north,happy,-0.5046493,0.86915225
visec_hf_002548,0,south,neutral,0.4017799,0.29229
visec_hf_002549,103,north,neutral,-0.77169603,-1.0357696
visec_hf_002550,33,central,neutral,-0.78184396,-0.026690599
visec_hf_002551,25,north,neutral,-0.146649,-1.1022841
visec_hf_002552,38,south,neutral,-0.79760057,-0.59377486
visec_hf_002553,0,south,happy,-0.17601398,0.9706752
visec_hf_002554,59,south,happy,-0.24681242,0.19454388
visec_hf_002555,38,south,angry,-0.77780396,-0.5366452
visec_hf_002556,92,central,happy,-0.16473927,0.076022334
visec_hf_002557,0,south,angry,0.62006897,-0.1423776
visec_hf_002558,0,south,angry,0.9928988,-0.6411648
visec_hf_002559,0,south,neutral,0.09952302,0.19196951
visec_hf_002560,27,north,happy,-0.80422443,-0.67096055
visec_hf_002561,50,north,neutral,-0.60030466,-0.0012341813
visec_hf_002562,57,north,neutral,-0.53275645,-0.49187097
visec_hf_002563,126,central,neutral,-1.0527999,0.5717694
visec_hf_002564,0,south,happy,0.5433854,0.18779255
visec_hf_002565,66,north,angry,-1.1698585,0.27752978
visec_hf_002566,24,south,angry,-0.33980685,-0.08583246
visec_hf_002567,0,south,neutral,0.19379216,0.27558252
visec_hf_002568,0,south,happy,0.6576493,0.10045515
visec_hf_002569,0,south,angry,1.0541937,-0.023819247
visec_hf_002570,0,south,neutral,0.1628349,0.44648927
visec_hf_002571,71,south,neutral,-0.28836945,-1.1412847
visec_hf_002572,0,south,sad,0.21011788,0.4436209
visec_hf_002573,12,north,angry,-0.13858432,-0.8335464
visec_hf_002574,32,south,neutral,0.13618906,0.003508045
visec_hf_002575,0,south,neutral,0.16846065,0.33487192
visec_hf_002576,0,south,angry,0.57888097,-0.8045333
visec_hf_002577,0,south,sad,1.4046971,-0.19101691
visec_hf_002578,0,south,sad,-0.5343232,-0.9097229
visec_hf_002579,60,north,neutral,-0.3040284,-0.47446164
visec_hf_002580,107,north,sad,-0.16204953,0.19198988
visec_hf_002581,0,south,sad,0.086882055,0.28052253
visec_hf_002582,15,south,happy,-0.92108136,-0.2530581
visec_hf_002583,0,south,neutral,0.52630585,0.39677188
visec_hf_002584,0,south,angry,0.0071471413,-0.21041894
visec_hf_002585,0,south,happy,0.40576592,0.025937274
visec_hf_002586,6,central,neutral,0.8181184,0.48685017
visec_hf_002587,0,south,angry,1.4097209,-0.2659802
visec_hf_002588,2,south,angry,0.26028672,0.46749815
visec_hf_002590,0,south,sad,1.115312,-0.43835953
visec_hf_002591,111,south,neutral,-0.79531896,0.7938203
visec_hf_002592,0,south,happy,0.35756874,0.40630373
visec_hf_002593,27,north,neutral,-1.0676162,-0.26231125
visec_hf_002594,57,north,sad,-1.1858617,-0.19461922
visec_hf_002595,27,north,sad,-0.78759706,-0.2758927
visec_hf_002596,0,south,neutral,0.33640343,0.24657197
visec_hf_002598,15,south,happy,-0.8258056,0.25262207
visec_hf_002599,15,south,angry,-0.9225453,0.66723084
visec_hf_002600,38,south,sad,-0.5368345,-0.70729834
visec_hf_002601,15,south,happy,-1.0077672,0.93555826
visec_hf_002602,0,south,happy,0.5505917,0.15054825
visec_hf_002603,0,south,angry,0.92657626,-0.38154313
visec_hf_002604,64,south,angry,-0.39330214,-1.1685734
visec_hf_002605,101,central,sad,-0.956999,1.0922302
visec_hf_002606,5,south,neutral,-0.104497634,-1.0055866
visec_hf_002608,0,south,sad,0.3498478,0.071630664
visec_hf_002609,32,south,sad,-0.017501475,-0.46324554
visec_hf_002610,15,south,sad,-0.83294845,0.09488445
visec_hf_002611,0,south,neutral,0.09255437,0.47686628
visec_hf_002613,0,south,neutral,0.3659951,0.40002993
visec_hf_002614,0,south,happy,1.018587,0.17609818
visec_hf_002615,39,south,neutral,-0.24201953,-0.23238918
visec_hf_002616,0,south,sad,-0.11545296,0.2164439
visec_hf_002617,15,south,neutral,-0.8062281,-1.2688633
visec_hf_002618,0,south,angry,0.37808508,-0.4506449
visec_hf_002619,3,north,neutral,-0.9189579,-0.4356341
visec_hf_002620,10,north,neutral,-0.93626344,-0.65867805
visec_hf_002621,90,north,neutral,-1.1418817,0.45795605
visec_hf_002622,122,south,angry,-0.840095,0.3322874
visec_hf_002623,0,south,neutral,0.4235211,0.5212496
visec_hf_002624,15,south,neutral,-0.7936478,-0.8889021
visec_hf_002625,0,south,angry,0.7339757,-0.1021436
visec_hf_002626,2,south,sad,0.3618788,-0.71227396
visec_hf_002627,0,south,angry,0.6305838,-0.26034063
visec_hf_002628,0,south,sad,0.6608446,0.30939066
visec_hf_002629,57,north,neutral,-0.94812053,0.06646456
visec_hf_002630,0,south,angry,0.56664306,-0.6013387
visec_hf_002631,0,south,neutral,0.08696569,0.16241193
visec_hf_002632,29,north,neutral,-0.67005086,0.79284436
visec_hf_002633,14,north,angry,-0.0810721,0.59802985
visec_hf_002634,0,south,happy,1.2031353,-0.5197709
visec_hf_002635,2,south,sad,0.86155313,0.25447786
visec_hf_002636,0,south,angry,0.9965357,-0.05202967
visec_hf_002637,0,south,neutral,0.56921476,0.26900062
visec_hf_002639,30,north,neutral,-0.49737048,-0.7363544
visec_hf_002640,0,south,neutral,0.8681514,0.44698322
visec_hf_002641,14,north,neutral,-0.7835101,0.9374771
visec_hf_002642,15,south,happy,-0.82473266,-0.5035024
visec_hf_002643,38,south,neutral,-0.5358305,-0.92822444
visec_hf_002644,0,south,angry,0.8787711,-0.0027907137
visec_hf_002645,3,north,sad,-0.65106857,-0.33379552
visec_hf_002646,0,south,neutral,0.5919134,0.2924484
visec_hf_002648,32,south,neutral,0.08948584,-0.7942762
visec_hf_002649,14,north,angry,0.49489793,0.20621541
visec_hf_002650,0,south,sad,1.3857502,0.31595108
visec_hf_002651,3,north,happy,-0.56192714,-0.08480368
visec_hf_002652,29,north,angry,-0.3715831,1.0250585
visec_hf_002653,57,north,neutral,-0.84686583,0.07404525
visec_hf_002654,0,south,angry,0.6220272,0.7463793
visec_hf_002655,2,south,angry,0.62645674,0.20950577
visec_hf_002656,0,south,neutral,0.7631668,0.30789593
visec_hf_002657,0,south,neutral,-0.62816685,0.17826436
visec_hf_002658,16,north,neutral,-0.6397485,-0.9068117
visec_hf_002659,28,south,neutral,-1.1587908,0.51457673
visec_hf_002660,49,south,neutral,-0.29364643,0.7307976
visec_hf_002661,0,south,neutral,-0.31586725,0.30134
visec_hf_002662,64,south,angry,-0.73837364,-0.10322552
visec_hf_002663,0,south,angry,0.5160768,-0.59581864
visec_hf_002664,0,south,sad,0.58533967,0.45363986
visec_hf_002665,15,south,sad,-1.267104,0.2953006
visec_hf_002666,0,south,angry,0.2846002,-0.6708935
visec_hf_002667,0,south,sad,0.2755883,0.014255363
visec_hf_002668,0,south,neutral,-0.25281063,0.28926045
visec_hf_002669,85,south,neutral,-0.8225474,-0.5874672
visec_hf_002670,32,south,neutral,0.0037990557,-0.019599438
visec_hf_002671,0,south,angry,0.6362133,-0.18343307
visec_hf_002672,0,south,angry,0.64051193,0.3044774
visec_hf_002673,55,south,neutral,0.31444085,-0.28097194
visec_hf_002674,108,north,neutral,-0.4748843,-0.108509175
visec_hf_002675,0,south,happy,0.3429399,0.16946162
visec_hf_002676,0,south,happy,0.9173964,0.56013864
visec_hf_002677,54,north,sad,0.41437048,0.8340416
visec_hf_002678,0,south,happy,1.1690449,-0.52491546
visec_hf_002679,47,north,neutral,-1.0764849,0.4725763
visec_hf_002680,30,north,sad,-0.8321293,-0.31837493
visec_hf_002681,4,south,neutral,-0.67963123,-1.2709365
visec_hf_002682,0,south,sad,0.35696447,-0.25652355
visec_hf_002683,0,south,happy,1.0580404,-0.41735658
visec_hf_002684,0,south,angry,1.0161535,0.5103288
visec_hf_002685,71,south,sad,-0.0030298973,-0.8515266
visec_hf_002686,0,south,sad,0.19543508,0.13312222
visec_hf_002687,14,north,angry,0.1835213,-0.6681586
visec_hf_002688,0,south,sad,0.38886997,-0.68515146
visec_hf_002689,0,south,happy,0.26268643,0.040075295
visec_hf_002690,60,north,happy,-0.55985445,-1.0968755
visec_hf_002691,2,south,angry,0.88155335,0.0143899955
visec_hf_002692,0,south,angry,0.74025786,0.30210793
visec_hf_002693,59,south,angry,-0.438939,0.75353026
visec_hf_002694,0,south,neutral,-0.59807163,0.20654286
visec_hf_002695,58,south,angry,-0.12457698,-0.9257528
visec_hf_002696,0,south,happy,0.39003417,-0.10648128
visec_hf_002697,60,north,happy,-0.9531628,0.7075272
visec_hf_002698,0,south,angry,0.53998774,-0.4062591
visec_hf_002699,83,south,neutral,-0.7178632,-0.7873561
visec_hf_002700,99,south,sad,-0.95886225,0.44667047
visec_hf_002701,19,north,neutral,-1.0523021,0.8087745
visec_hf_002702,0,south,sad,-0.28498882,-0.63622856
visec_hf_002703,12,north,happy,-0.49938977,0.43006065
visec_hf_002704,51,south,neutral,-0.067486145,0.030017816
visec_hf_002705,32,south,sad,-0.46882382,0.19478855
visec_hf_002706,82,south,neutral,-0.6573403,-1.2080137
visec_hf_002707,0,south,neutral,-0.35972542,0.18612199
visec_hf_002708,0,south,happy,0.48982283,-0.52715486
visec_hf_002709,15,south,neutral,-0.13013795,-1.0286721
visec_hf_002710,14,north,angry,0.22579968,0.05507999
visec_hf_002711,0,south,angry,0.90221864,0.3047606
visec_hf_002712,52,north,angry,-0.18866804,1.0049852
visec_hf_002713,0,south,angry,0.9358541,-0.59127426
visec_hf_002714,53,south,angry,0.6177008,-0.111598745
visec_hf_002715,0,south,angry,1.0579304,0.5240143
visec_hf_002716,0,south,sad,-0.050578285,-0.8642298
visec_hf_002717,39,south,angry,-0.71490985,0.7208167
visec_hf_002718,12,north,neutral,0.07400858,-0.7118876
visec_hf_002719,50,north,sad,-0.63109404,-1.0380368
visec_hf_002720,27,north,neutral,-1.0493479,-0.575744
visec_hf_002721,0,south,sad,-0.19813311,-0.29548064
visec_hf_002722,52,north,happy,-0.57823193,-0.84362763
visec_hf_002723,0,south,sad,0.6243824,0.95047945
visec_hf_002724,0,south,neutral,0.11527447,0.11160005
visec_hf_002725,0,south,angry,1.2891266,-0.3662766
visec_hf_002726,0,south,angry,0.8329966,-0.32273868
visec_hf_002727,6,central,neutral,0.062078923,1.0694115
visec_hf_002728,0,south,neutral,0.26249444,0.5642087
visec_hf_002729,0,south,sad,0.773364,-0.1373385
visec_hf_002730,0,south,neutral,1.0347515,0.3702375
visec_hf_002731,0,south,sad,-0.17112257,-0.7372237
visec_hf_002732,0,south,angry,1.0007515,0.10215671
visec_hf_002734,0,south,happy,0.21510187,0.18791184
visec_hf_002735,3,north,neutral,-0.08591365,0.20944601
visec_hf_002736,57,north,happy,-0.79675746,-0.38564152
visec_hf_002737,75,north,angry,-0.7002497,0.2005975
visec_hf_002738,0,south,angry,1.1210127,0.15312111
visec_hf_002739,15,south,neutral,-0.7440329,-0.65154225
visec_hf_002740,0,south,sad,0.91146994,-0.3534913
visec_hf_002741,0,south,sad,-0.4915842,0.4557643
visec_hf_002742,16,north,neutral,-0.5654,-0.6752614
visec_hf_002744,49,south,sad,0.13173947,0.31020227
visec_hf_002745,0,south,angry,1.0158519,-0.23490752
visec_hf_002746,0,south,neutral,0.251142,0.36508325
visec_hf_002747,0,south,happy,0.36517134,0.07357931
visec_hf_002748,0,south,happy,1.1160477,-0.3922515
visec_hf_002749,0,south,happy,1.0442967,-0.51754963
visec_hf_002750,36,north,neutral,-0.6953867,0.80372345
visec_hf_002751,0,south,happy,-0.0057979245,0.7417491
visec_hf_002752,2,south,sad,0.5126616,0.2432793
visec_hf_002753,0,south,happy,0.41671032,0.37669253
visec_hf_002754,15,south,neutral,-1.1192888,0.37706244
visec_hf_002755,0,south,neutral,-0.2367404,0.12398972
visec_hf_002756,47,north,neutral,-0.9108023,0.6742891
visec_hf_002757,16,north,sad,-0.16131942,-0.40009126
visec_hf_002758,75,north,sad,-0.8533983,0.30623344
visec_hf_002759,3,north,happy,-0.16162354,-0.58108336
visec_hf_002760,0,south,angry,1.495795,-0.54555523
visec_hf_002761,12,north,angry,-0.18171768,-0.22141707
visec_hf_002762,2,south,angry,0.4153594,0.4129009
visec_hf_002763,107,north,sad,0.008025151,0.5737158
visec_hf_002764,14,north,happy,0.26800016,-0.99908257
visec_hf_002765,47,north,happy,-0.60351443,0.015909474
visec_hf_002766,0,south,neutral,0.61324424,0.2506862
visec_hf_002767,63,south,angry,-0.5061445,-0.6081729
visec_hf_002768,0,south,neutral,0.3242267,0.084586054
visec_hf_002769,10,north,sad,-0.49132243,-0.78194577
visec_hf_002770,0,south,happy,0.21292798,0.47172415
visec_hf_002771,29,north,happy,-0.8477574,0.8469238
visec_hf_002772,24,south,sad,-0.40073982,-0.70053077
visec_hf_002773,56,south,sad,0.2384639,0.09987755
visec_hf_002774,0,south,happy,0.40356904,-0.68689626
visec_hf_002775,6,central,happy,-0.045594122,-0.713618
visec_hf_002776,14,north,angry,0.39724192,-0.8435534
visec_hf_002777,47,north,happy,-0.75901514,0.43774176
visec_hf_002778,61,north,sad,-1.0218154,0.06759812
visec_hf_002779,0,south,angry,0.6508812,0.23923294
visec_hf_002780,16,north,sad,-0.42987168,-0.38778076
visec_hf_002783,25,north,neutral,-0.7708155,-0.5698513
visec_hf_002784,5,south,neutral,-0.20334356,0.2770279
visec_hf_002785,0,south,happy,0.081611134,-0.21495873
